皎,千岩,趣,况
日,寂,后,岐
上,乱,岁,对离
名,今,流动,莫遣
山,未成,姑泉,中呜
隐,君,书上无名,人间
无,相亲,忘,叶田
禅,我休,霸,许
官,余,御,衮
恩,相,貌,地魂
开,欢,余,曲
门,梦魂,开,正
见天,溅,洗药,泉
声,松树,事,笑
半,不,钓鳌鳌,坐石
知尔,恨,丰,故园
虾蟆陵,少年,醉,躞蹀
岁岁,知名,无心,惊
怨,淅沥,发,无心
送,花,楼,源
业,得仙,危龙,一千
相,生吟,未禅,中松
写,满,狂隳姓,子
相,生吟,未禅,中松
见,真语,至今,桃花
死,招,落坟,生得
风泉,馀,晓月,云
里洲,逐,月,树
谁言,传闻,空,不
凉,重行,此何人,草
边邑,波,明月,倚楼
花落御,秋,征兵,笙
密密无声,霏霏,辞处,中
丹,似忆,偷解,乱
衰,杖,满目,角数
陨,游,辈,今委
天,灰,万顷,强
开,开,闺畔,态
淡,雨,情,醉
看,还,正,寒
雪岭,山,首乡,梦
看,伤神,累累,去年来
寄,水松,犹,入何
惊,创,无,云
红,立,去,沙
风骚,芙蓉,征,扑
风裁,猩血,朵,孙
岸,清溪,眠,魇
深,闹,见,戽塘
缩,蟠桃,溅,千
夕照,清,频,点
毫垂,迟迟,中饭,得知
住,时风,医,中
满,篱,知,强
利,草衣,深,时有
古,海风,浑,师
狂身,青山,相逢,花
亡,中,吾师,不知
云,金,山,丈人
至境,风,深,山
四五,味,称,人唤
香,残芳,好德,孙
还,残雪,引,皎洁
薄星,清气,金,极
鬼气,昔时,相怜,落
引出,叶数,不,峰
开,梨,轮月,来不来
三四,迟迟,斩,成龙
应难,指端,不,山
王亡,身,想,留
纷纷,白石,前头,或恐
哀,于尔,豹,方
满阁,无,休戚,中
苦,写,十,无
关,送师,柳,心
草,轻轻,焚,恐床
六七级,花,相逢,人
六朝,计,歌舞,戈
默,丈,猎人,花
云,吾,舒作,销
红霞,香,常,龙潭
处,好遍,开慧眼,老师
根,欲作,老,教
刺血,写,十,无
唯胎,玉,无,写
玉箸,冰,千载无来者,见
秋,五字,借问,静弹
焙,冰,消,叶
主,禅,祖传,曹溪
袈裟,红,西游处,满
木,影,宋,凭栏
去,丹顶霜,终,辽天
峰,香,愁,明月
红,立,去,沙
陇西,翠,今日,含桃
春城,艳红,山,坐
猱休,山,大耳仙,醉
岩,漫坛,无,日日
荆门,可谙,好听,春潭
时事,无,看,处分
凉,红,持,家常
携五,双松,爱,满
乱,形夜,忍,低折
翠,园林,好束,爱
引,鹤,满,剡
手,水边,犹,千万
人间,心,妙,寻
难辨,归来,相害,满
十,尘埃,极,残阳
颠,横前,无,夺得
小庭,篁,树,送
平,芙蓉,持,牛
香,为待,眼相看,爱
合闭,开,清风,相
仁,数,只须,墙
老病,朝昏,不知,栽松
圣境,何以,碑,斯文
长,忙,树,香
珠,田,终,翻
苍,原野,葛衫,禁泉
英,徘徊,思,天
阙,荆台,三,见
肯吟,懒,首当人,言谈
匡庐,崖,三十,□□□
三十,疏,搜处,萧萧
浦暖,逻,兄弟,横桥
深,中国,老,祖师
猎师,携来,不知,断
言,月魂,秋会,根
东来,九州,鸡,海风
正,玄宗,应,安
晓,带盘,老,猩
老,层,暝,门
最,八十,风骚,几程
愁,色,无系,别人
毛衣,深花,买,几铢
枕,碧溪,觉,山日
恨,下,犹,青楼
火,冰,休,衲
奇花,郡,看,天上
折,澹草,解离,向落花枝
身闲,枕簟间,他山,却于
法,至尊,莫怪,君
寻常,见持,精洁,香
苍苍,烟霞,不知,寒
风,皱,东风,返魂
今夜,堕楼,老蝉,上风
无形,人世,还,首翛
儒家,衣轻,趋,皇归
犹,扫,华月,居士
冥,此夕,羽翼,人间
归行,梦刀,名,争
功,剑,三,日
瘦,敲,子,天柱
沧海,山,过于,醉
鹤,移时,娥,不知
一个,贫,睡,人
丹,尘,山,愁
见,无奇策,饮酒,时节
长绳,醉,星斗,花枝
丹,尘,山,愁
长绳,醉,星斗,花枝
月,疑,无,高
香,锡,不知,报
鹤,移时,剑,不知
见,无奇策,饮酒,时节
衣,传,不知,问
守,常,皇,三
儒家,衣轻,争,皇归
无,君不遇,陛下,丁
寰,尊,争,教
草,三四,黄昏,蓑衣
无缘,天,剑,老龙
偶,九,人,沉
不行,干云破,仙子,彩云
吾须,夫妻,郁,徘徊
道,人头,天,金
玉龙,老,没,外
山,开,香,云
是吾心,沉,阙,销闲
鲸,玉山,天,云
香,假,天觉,云游
已富,有余,缘,散
乱,里,何方,失
鹤楼,红蓼,诉,明月
物,法,说西,七
摵碎,□,龙,错
八佳,斩凡,人头,教
内,艳,物,磨
山,金丹,鹤,剑
休,银章,欲待,谋
吸鸾笙,绿衣,年,枝
成,市,大刚,却入
坐,世,树,仙过
水萦,客来,山,纷纷
池,有余,讨,深
人间,谁识,□,生前
醉,向道,去,冲破
犹,天仙,去,入
琼浆,云英,仙,何必
魏伯,醉,君谓,人间
外求,合内,莫言,头
张,经书,处世,天
朝中,仙,美酒,听松
成,都,不,争
天,靸鞋,无,拄杖
长街,栽,漏,草
先,不复,淮南,玉
妙,忘,诗酒,风月
锁,祢,尘埃,谩
乡,王,轻薄,人间
家酒,上,道士,深
六,我笑,天,空坟
曾见,忙,虽难,上
不,与秋,如且,华
形年,我子,玄,仙
船,年,无,梨花
萼岭,共谈,传授,缘
仙,尘,混时,安心
天,人间,华表,恐
哉险,太和,似,波
静,莫,客,深
羡,云,游,南斗
云,未,仙,君
忆,跸,觉,世愁
三,存九窍,绵绵,自然
灵芝,水,满,丹
还丹,混俗,三山,无因
芝田,曙天,尘,不知
随风,还,千,波入
沧海,花前,天,珍重
春,细雨,奇景,花
频,中,成,缑山
开,前,留,仙
牡丹,香,神仙,天
开,香尘,事,山
但于,太白,霄,声
年,人间,变,合
几何,生复,无,春日
中,百花,人间,语
瑶池,思,君心,奉
玉,刘,仔细,天
萧郎,云涩,愁,窥
世间,醉,等闲,愁
沧海,愁,不,汉
潸然,延,上,见
容,曾邀,阙,恨
闱,瑶池,楼上,时
下,成笑,马嵬,睡觉
飘飘星,浮云,邀,花
北枝,春花,莫吹,看
坛,彩,帐,瑶台
玩,频,人世,天边
昔时,汉,老,年
鸳鸯,里笼,放,水中
凤兮,音,孤鸾,痛
圣,嗟社,是神,五湖
卓立,长,今日,能久
分,连云,尽入,柳
九疑,人,色,改
江,袅,舒,匪
前燕,伤神,意,佩
风吹,精盘,沈,为惜
物象,枝琼,相,天渡
寤寐求,粉,云断,水自流
扉,金缕,明月,不
东城,乱,海燕,无
岁,太守,拂,明珠
不知,苦,信,茫茫
能语,诉,万,恨
芹,西飞,无,殡宫
涧,松楸,人间,何事
风啸,风啸,冢坏,安知今日
少年,故乡,不堪回首,遥见
下,阑,千,肠
根,记,花,灰
筒作,上,黔南,类
禁,坠,空,半
床头,殷复,月闲,山
故国,柱,岘,苏门
玉,成,岁,表
相,疑,节目,欲何
还越,无,金石,今日
外,雨,大江,风月
拙,美人,葩,无
外,沈,齐,山
凝,清风,明晨,销
绡,萧郎,见,珠
吐艳,寻芳,桥,高
消,埋,沙月,雁
长灯,见影,规,愁
鬓蝉,成眠,往日,翠
扃,简出,恩,生神
濛不见天,柳,肠,追
落,黄泉,青春,恨
漫,尽日,树,金
澄,酒,想,树
红,宫内,梁,玉钩
频,潘岳,今夜,王
今为,风雨,斑,山
颡,交时,可度,彩云
满庭,拳,冷,居
出,空,相,北风
恩,蜿卧,黑,吾心
自知,欲何,无用,曾见
填心,万金,竹,犹
鬓秃,不复,草,朱门
危,凉,竹,清歌
天,横行,翔,次
深山,门,争,朝夕
玉,风月,敢怨,容
盈盈,淡染,红,道
役,沈,山,深
人间,颜,月,云
玄,无,今化,起陇头
光辉,翠,此后,岁
绿色,静见,圆,子孙
缱,寄鸳鸯,影,泪
轻,岩,来不得,神魂
春日,花,明月,桃花
妆,争,月,君
安,肠,浑,换九
感放,不复期,伤,雨泪
因循,人间,琵琶坂,山
扫,庭,竹,清歌
鸣,乱,悲且,峰立
胡子,一个,前,品
天门,珠,条,劳
匹,上,滚骤,龄
扇,裁,影,来时
将军,教,如镜,天子
射,带缨,呈,山
都,少,下逢,牛
白帝,教,袁,由来
眼明,事寡,学得,记
全,安,扬州,为报
金,镀金,十,高心
漫道,解,张,老
厚礼,余,了终,鲲化
俦,风月,后辈,安
三,残阳,借问,王轩
数,残,今日,惭愧
分峡,名利,著板,忙
相,今,曾闻,阿婆
秋,风流,钻须,都
早,还,无心,横行
向丹,邀,镜,西
竹径,蛙声,后,明
不重,莫,相逢,红妆即
杨,因循行,忤,饮乡
下标,两,大使,敢恼
影,高官,重,惭
何日,外几,地区,丘
郡,允光,皮裈,无
目,捏,流,不知
门,肩,倚,著弦
余,炙手,闲,骑
绿茗,颁,怀,披
坐,太,形骸,影
山,大骨头,钱纳,水东流
形,趋,盘,乱
风流,忘,太师,为吾
教,肠,为报,场
安,阳台,今宵,入梦
唐,方,枕,王
浪作,揉,气,惹
学仙,青,却,日渐
秋,中,通车,垣
白日,成团,更深人静,上
十,月,红妆,猱
十,高,笑,猱
女,翁,士,张
还,全,瘦,酂
下,短轴,犹,愁
下,玉,博陵,上逞
应讶,自入,见,已
是房,解芳,调,教射
李,生儿,下,三千
李,生儿,失,三
莫,大,当额,鸡
已前,钱物,失,无
楫,沧海,昔日,公德
我田,上,云,常
恰,无,案,侍郎
上,犹疑,无,开门
足,扑,黄,天
世无双,孤,知,满
无,挂,稳,南北
梁,古,改,功
形年,我子,玄,仙
草,空城,狩,犹
娘,不生花,狗儿,瘕
长街,栽,无,草
向边,信,手,笑
王,花,人笑,唧唧
依依,客伴,相,门
三十日,恨,犹,去
天,船,西南,四千
无,春风,茫茫,还
碧涧,杉,白蝙蝠,山
阑,晴畏,终日,应难
泉,通,无,恨
开雪,带花,游,空作
柔态,不胜,恨,御
愁眉,何必,二年,枕伴
拂酒,不融,浑,春风
瑶月,墙,不知,香
探春,知,灰,枝
稻,掩扉,春,醉
重,笑,全见,一半
心,负杯,数,公子
斑,见,世尘,外闲
飕飕,影,根,长
散,相,郭,山
长,丁香,沙头争,相
香,秋,乍摇,拂
